,NO.,Part No,Part Prefix,Part Base,Part Suffix,Part Name,Part Group,Supplier,Supplier PartNo,Supplier PartNo FTM,Supply Type,SNP In,Min Stock Pickface,Location,Package Length MM,Package Width MM,Package Height MM,Package Type,Piece Weight KG,Boxes Per Pallet,Tare Weight KG,Active,ShowShortage,Remarks,Create By,Create Date,Update By,Last Updated
,4711,SB3T14405XVA,SB3T,14405,XVA,WIR ASY RR LP,GROUP 02,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-02-24 14:51:44
,4712,S1VT14630VRA,S1VT,14630,VRA,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-05-26 14:19:58
,4713,S1WT14630GMA,S1WT,14630,GMA,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-05-26 14:19:57
,4714,S1WT14630SBA,S1WT,14630,SBA,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-05-26 14:19:58
,4715,S1VT14631URA,S1VT,14631,URA,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,335,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-03-08 19:12:22
,4716,S1WT14631DAA,S1WT,14631,DAA,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,335,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-03-08 19:12:25
,4717,S1WT14631GPA,S1WT,14631,GPA,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,335,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-03-08 19:12:25
,4718,S1WT14631SBA,S1WT,14631,SBA,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,335,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-03-08 19:12:26
,4719,SB3T2B325CMA,SB3T,2B325,CMA,FRONT AXLE JUMPER,LOT,SEWT,SEWT,,LOT,5,10,LD-01,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:18,admin,2025-06-04 10:44:18
,4720,SB3T2B325UEA,SB3T,2B325,UEA,FRONT AXLE JUMPER,LOT,SEWT,SEWT,,LOT,5,10,LD-01,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-06-04 10:44:18
,4721,SB3T2B325UKA,SB3T,2B325,UKA,FRONT AXLE JUMPER,LOT,SEWT,SEWT,,LOT,5,10,LD-01,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-06-04 10:44:18
,4722,SB3T2B325UVA,SB3T,2B325,UVA,FRONT AXLE JUMPER,LOT,SEWT,SEWT,,LOT,5,10,LD-01,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-06-04 10:44:19
,4723,SB3T7C078GAA,SB3T,7C078,GAA,WIR ASY TRANS CONTR SEL NEUT SW,GROUP 03,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-24 13:14:28
,4724,SB3T14A005AAA,SB3T,14A005,AAA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:31:56
,4725,SB3T14A005AAAA,SB3T,14A005,AAAA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:31:57
,4726,SB3T14A005ABJA,SB3T,14A005,ABJA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:02
,4727,SB3T14A005GGKA,SB3T,14A005,GGKA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:02
,4728,SB3T14A005KACA,SB3T,14A005,KACA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:04
,4729,SB3T14A005KATA,SB3T,14A005,KATA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:05
,4730,SB3T14A005KBEA,SB3T,14A005,KBEA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:06
,4731,SB3T14A005UAHA,SB3T,14A005,UAHA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:07
,4732,SB3T14A005UBKA,SB3T,14A005,UBKA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:07
,4733,SB3T14A005UEHA,SB3T,14A005,UEHA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:08
,4734,SB3T14A005UGJA,SB3T,14A005,UGJA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:09
,4735,SB3T14A005UKAA,SB3T,14A005,UKAA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:10
,4736,SB3T14A005URA,SB3T,14A005,URA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:10
,4737,SB3T14A005VADA,SB3T,14A005,VADA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:11
,4738,SB3T14A005VCHA,SB3T,14A005,VCHA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:19,admin,2025-02-25 13:32:12
,4739,SB3T14A005VCKA,SB3T,14A005,VCKA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-02-25 13:32:12
,4740,SB3T14A005VFDA,SB3T,14A005,VFDA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-02-25 13:32:13
,4741,SB3T14A005VJEA,SB3T,14A005,VJEA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-02-25 13:32:14
,4742,SB3T14A411ADA,SB3T,14A411,ADA,JUMPER LEAD HLC MTC,LOT,SEWT,SEWT,,LOT,50,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-03-12 14:23:17
,4743,SB3T14B060NBA,SB3T,14B060,NBA,BATTERY WIRING,LOT,SEWT,SEWT,,LOT,1,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-08-23 10:49:08
,4744,SB3T14B060PUA,SB3T,14B060,PUA,BATTERY WIRING,LOT,SEWT,SEWT,,LOT,1,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-08-23 10:49:08
,4745,SB3T14B060RPA,SB3T,14B060,RPA,BATTERY WIRING,LOT,SEWT,SEWT,,LOT,1,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-08-23 10:49:08
,4746,S1WT14B562RDA,S1WT,14B562,RDA,WIR ASY TL/GT,LOT,SEWT,SEWT,,SEQ,20,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-03-08 19:17:42
,4747,S1WT14B599DAAA,S1WT,14B599,DAAA,WIR ASSY MN RR,LOT,SEWT,SEWT,,LOT,20,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-05-26 14:38:14
,4748,S1WT14B599PAA,S1WT,14B599,PAA,WIR ASSY MN RR,LOT,SEWT,SEWT,,LOT,20,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-05-26 14:38:13
,4749,S1WT14G540PEA,S1WT,14G540,PEA,WIR COLSN AVD SNS & FRT CMR JMPR,LOT,SEWT,SEWT,,LOT,100,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-13 08:19:20,admin,2025-08-23 10:52:53
,4750,S1WT14401XADA,S1WT,14401,XADA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-14 03:46:56,admin,2025-03-08 19:08:51
,4751,SB3T14405DRA,SB3T,14405,DRA,WIR ASY RR LP,GROUP 02,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-14 03:46:57,admin,2025-02-24 14:51:44
,4752,SB3T14A005ACHA,SB3T,14A005,ACHA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-14 03:46:57,admin,2025-02-25 13:32:15
,4753,RB3T14290DBGC,RB3T,14290,DBGC,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PX-OBSOLETEPART,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:29
,4754,SB3T14290EEA,SB3T,14290,EEA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:28
,4755,SB3T14290FDA,SB3T,14290,FDA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:28
,4756,SB3T14290KLDA,SB3T,14290,KLDA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:28
,4757,SB3T14290LAA,SB3T,14290,LAA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:27
,4758,SB3T14290LFA,SB3T,14290,LFA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:27
,4759,SB3T14290LMA,SB3T,14290,LMA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:26
,4760,SB3T14290RBRA,SB3T,14290,RBRA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:24
,4761,SB3T14290RBZA,SB3T,14290,RBZA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:23
,4762,SB3T14290RRHA,SB3T,14290,RRHA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:36,admin,2025-08-28 02:09:23
,4763,SB3T14290RRTA,SB3T,14290,RRTA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-08-28 02:09:22
,4764,SB3T14290RSA,SB3T,14290,RSA,WIR ASY D/PNL HD/LP JCT,GROUP 01,SEWT,SEWT,,SEQ,1,2,PART-NEWMODEL,1005,503,195,PTB,1,10,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-08-28 02:09:21
,4765,S1WT14334LAA,S1WT,14334,LAA,N/A,N/A,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1,1,1,PTB,1,1,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,
,4766,S1WT14334LCA,S1WT,14334,LCA,N/A,N/A,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1,1,1,PTB,1,1,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,
,4767,S1WT14334MAA,S1WT,14334,MAA,N/A,N/A,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1,1,1,PTB,1,1,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,
,4768,S1WT14334MCA,S1WT,14334,MCA,N/A,N/A,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1,1,1,PTB,1,1,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,
,4769,S1WT14334MDA,S1WT,14334,MDA,N/A,N/A,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1,1,1,PTB,1,1,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,
,4770,S1WT14334RAA,S1WT,14334,RAA,N/A,N/A,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1,1,1,PTB,1,1,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,
,4771,S1WT14334VAA,S1WT,14334,VAA,N/A,N/A,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1,1,1,PTB,1,1,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,
,4772,S1VT14401EVA,S1VT,14401,EVA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:08:52
,4773,S1VT14401KHA,S1VT,14401,KHA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:08:54
,4774,S1WT14401CDA,S1WT,14401,CDA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:08:53
,4775,S1WT14401PCTA,S1WT,14401,PCTA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:08:54
,4776,S1WT14401PDA,S1WT,14401,PDA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:08:55
,4777,S1WT14401PSA,S1WT,14401,PSA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:08:55
,4778,S1WT14401XAFA,S1WT,14401,XAFA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:08:56
,4779,S1WT14401XPFA,S1WT,14401,XPFA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:08:57
,4780,S1WT14401XPJA,S1WT,14401,XPJA,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-03-08 19:09:02
,4781,SB3T14405AJA,SB3T,14405,AJA,WIR ASY RR LP,GROUP 02,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-02-24 14:51:45
,4782,SB3T14405CFA,SB3T,14405,CFA,WIR ASY RR LP,GROUP 02,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-02-24 14:51:45
,4783,SB3T14405DEA,SB3T,14405,DEA,WIR ASY RR LP,GROUP 02,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-02-24 14:51:46
,4784,SB3T14405ERA,SB3T,14405,ERA,WIR ASY RR LP,GROUP 02,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-02-24 14:51:46
,4785,SB3T14405KKA,SB3T,14405,KKA,WIR ASY RR LP,GROUP 02,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-02-24 14:51:46
,4786,S1WT14630ABA,S1WT,14630,ABA,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-05-26 14:19:59
,4787,S1WT14630CBA,S1WT,14630,CBA,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:37,admin,2025-05-26 14:20:01
,4788,S1WT14630HYA,S1WT,14630,HYA,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-05-26 14:19:59
,4789,S1WT14630SDA,S1WT,14630,SDA,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-05-26 14:20:02
,4790,S1WT14631AAA,S1WT,14631,AAA,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,335,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-03-08 19:12:27
,4791,S1WT14631BAA,S1WT,14631,BAA,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,335,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-03-08 19:12:27
,4792,S1WT14631BBA,S1WT,14631,BBA,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,335,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-03-08 19:12:28
,4793,S1WT14631SCA,S1WT,14631,SCA,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,SEWT,,SEQ,5,10,PART-NEWMODEL,670,335,335,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-03-08 19:12:29
,4794,S1WT14632RBA,S1WT,14632,RBA,WIR ASY WDO REG RR DR,GROUP 01,SEWT,SEWT,,SEQ,10,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-08-28 01:54:19
,4795,S1WT14633RBA,S1WT,14633,RBA,WIR ASY WDO REG RR DR LH,GROUP 01,SEWT,SEWT,,SEQ,10,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-03-08 19:14:24
,4796,SB3T2B325ABA,SB3T,2B325,ABA,FRONT AXLE JUMPER,LOT,SEWT,SEWT,,LOT,5,10,LD-01,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-06-04 10:44:22
,4797,SB3T7C078GBA,SB3T,7C078,GBA,WIR ASY TRANS CONTR SEL NEUT SW,GROUP 03,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-02-24 13:14:29
,4798,SB3T12K531AAA,SB3T,12K531,AAA,WIR ASY ACEL TO ENG,LOT,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1,1,1,PTB,1,1,1,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-06-04 10:34:32
,4799,SB3T14A005AABA,SB3T,14A005,AABA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-02-25 13:32:16
,4800,SB3T14A005AALA,SB3T,14A005,AALA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-02-25 13:32:15
,4801,SB3T14A005AANA,SB3T,14A005,AANA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-02-25 13:32:17
,4802,SB3T14A005ATFA,SB3T,14A005,ATFA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-02-25 13:32:17
,4803,SB3T14A005CANA,SB3T,14A005,CANA,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,10,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2025-02-17 08:27:38,admin,2025-02-25 13:32:18
